iter	Passed	Remaining
137	2362	14754
138	2378	14730
139	2393	14705
140	2408	14671
141	2424	14646
142	2440	14628
143	2455	14597
144	2468	14553
145	2483	14527
146	2498	14500
147	2514	14473
148	2528	14439
149	2543	14411
150	2559	14389
151	2574	14360
152	2587	14326
153	2604	14309
154	2631	14343
155	2650	14339
156	2667	14323
157	2683	14302
158	2700	14282
159	2716	14261
160	2732	14237
161	2747	14214
162	2764	14194
163	2782	14184
164	2798	14162
165	2813	14136
166	2829	14114
167	2842	14078
168	2857	14049
169	2872	14023
170	2887	13997
171	2902	13970
172	2915	13939
173	2931	13915
174	2946	13890
175	2962	13869
176	2977	13844
177	2992	13820
178	3008	13798
179	3023	13775
180	3039	13754
181	3054	13728
182	3070	13708
183	3087	13691
184	3099	13654
185	3113	13627
186	3129	13606
187	3144	13580
188	3157	13547
189	3170	13515
190	3185	13491
191	3199	13463
192	3212	13433
193	3227	13407
194	3240	13376
195	3256	13357
196	3271	13336
197	3287	13317
198	3303	13296
199	3316	13267
200	3328	13231
201	3344	13211
202	3360	13192
203	3376	13173
204	3391	13150
205	3406	13131
206	3420	13103
207	3437	13089
208	3451	13064
209	3465	13035
210	3478	13008
211	3494	12988
212	3508	12964
213	3522	12938
214	3536	12914
215	3551	12889
216	3564	12862
217	3578	12835
218	3593	12814
219	3606	12788
220	3619	12759
221	3636	12743
222	3651	12723
223	3665	12699
224	3678	12670
225	3693	12649
226	3708	12629
227	3723	12608
228	3737	12583
229	3750	12556
230	3765	12536
231	3778	12507
232	3791	12482
233	3804	12455
234	3819	12434
235	3834	12413
236	3848	12389
237	3860	12359
238	3873	12333
239	3886	12306
240	3899	12280
241	3912	12253
242	3924	12225
243	3937	12199
244	3952	12180
245	3965	12154
246	3978	12128
247	3990	12099
248	4003	12073
249	4016	12048
250	4029	12025
251	4041	11996
252	4054	11971
253	4067	11945
254	4080	11920
255	4094	11898
256	4105	11870
257	4118	11845
258	4130	11818
259	4142	11790
260	4154	11764
261	4167	11737
262	4180	11715
263	4193	11692
264	4205	11665
265	4218	11641
266	4231	11617
267	4244	11592
268	4256	11566
269	4269	11542
270	4281	11517
271	4294	11494
272	4306	11468
273	4319	11444
274	4332	11420
275	4344	11396
276	4356	11370
277	4368	11344
278	4381	11322
279	4394	11299
280	4406	11273
281	4419	11251
282	4432	11230
283	4448	11216
284	4464	11199
285	4477	11176
286	4489	11152
287	4501	11129
288	4516	11110
289	4530	11090
290	4542	11068
291	4555	11044
292	4569	11026
293	4585	11012
294	4600	10994
295	4614	10975
296	4629	10957
297	4642	10935
298	4653	10910
299	4667	10891
300	4683	10876
301	4697	10858
302	4711	10838
303	4724	10817
304	4736	10793
305	4750	10773
306	4763	10753
307	4776	10732
308	4789	10711
309	4815	10718
310	4836	10714
311	4865	10729
312	4886	10725
313	4909	10725
314	4927	10715
315	4942	10697
316	4957	10680
317	4970	10659
318	4984	10641
319	4998	10622
320	5014	10606
321	5029	10590
322	5044	10573
323	5060	10558
324	5091	10574
325	5109	10563
326	5125	10548
327	5140	10531
328	5155	10514
329	5169	10495
330	5183	10475
331	5198	10458
332	5212	10440
333	5227	10424
334	5245	10412
335	5260	10395
336	5276	10380
337	5290	10361
338	5303	10341
339	5317	10322
340	5331	10302
341	5344	10282
342	5393	10331
343	5424	10344
344	5455	10357
345	5468	10335
346	5481	10316
347	5493	10293
348	5506	10271
349	5519	10250
350	5531	10227
351	5546	10210
352	5559	10189
353	5572	10169
354	5584	10146
355	5597	10125
356	5609	10104
357	5622	10083
358	5635	10061
359	5647	10039
360	5661	10021
361	5676	10003
362	5689	9984
363	5702	9964
364	5714	9942
365	5729	9924
366	5743	9906
367	5756	9886
368	5769	9866
369	5781	9843
370	5797	9828
371	5812	9812
372	5827	9796
373	5842	9779
374	5857	9762
375	5873	9746
376	5891	9735
377	5914	9732
378	5943	9737
379	5986	9766
380	6038	9810
381	6084	9843
382	6118	9856
383	6146	9859
384	6171	9859
385	6189	9845
386	6204	9828
387	6220	9811
388	6236	9795
389	6250	9776
390	6264	9757
391	6280	9741
392	6296	9724
393	6312	9709
394	6330	9696
395	6358	9698
396	6380	9691
397	6408	9692
398	6434	9691
399	6457	9686
400	6475	9672
401	6503	9674
402	6533	9679
403	6555	9670
404	6578	9665
405	6599	9655
406	6651	9690
407	6680	9693
408	6726	9719
409	6741	9701
410	6757	9684
411	6770	9662
412	6784	9643
413	6810	9640
414	6839	9641
415	6865	9638
416	6889	9631
417	6904	9613
418	6918	9593
419	6931	9572
420	6942	9548
421	6956	9528
422	6973	9512
423	6989	9495
424	7006	9478
425	7022	9462
426	7038	9444
427	7053	9427
428	7069	9409
429	7088	9395
430	7112	9389
431	7127	9371
432	7146	9358
433	7165	9344
434	7181	9327
435	7196	9309
436	7211	9290
437	7227	9273
438	7240	9253
439	7256	9235
440	7277	9224
441	7295	9209
442	7312	9193
443	7326	9174
444	7353	9171
445	7377	9163
446	7389	9142
447	7405	9124
448	7421	9107
449	7436	9089
450	7452	9071
451	7469	9055
452	7485	9038
453	7499	9019
454	7514	9000
455	7529	8982
456	7555	8977
457	7573	8962
458	7589	8945
459	7603	8925
460	7621	8910
461	7635	8891
462	7659	8883
463	7681	8873
464	7698	8857
465	7714	8839
466	7738	8831
467	7762	8824
468	7779	8808
469	7794	8789
470	7810	8771
471	7825	8753
472	7840	8735
473	7857	8719
474	7872	8701
475	7885	8680
476	7897	8659
477	7911	8639
478	7926	8621
479	7941	8603
480	7957	8585
481	7971	8566
482	7987	8549
483	8000	8529
484	8014	8510
485	8030	8493
486	8045	8475
487	8060	8457
488	8075	8438
489	8096	8427
490	8113	8410
491	8128	8392
492	8143	8374
493	8158	8356
494	8171	8336
495	8184	8316
496	8196	8295
497	8209	8275
498	8222	8255
499	8235	8235
500	8246	8213
501	8258	8193
502	8271	8173
503	8284	8153
504	8296	8132
505	8309	8112
506	8322	8092
507	8335	8073
508	8348	8053
509	8360	8032
510	8373	8013
511	8386	7993
512	8399	7974
513	8410	7952
514	8426	7935
515	8440	7917
516	8454	7898
517	8467	7879
518	8479	7858
519	8492	7838
520	8505	7819
521	8524	7805
522	8543	7792
523	8558	7774
524	8572	7755
525	8585	7736
526	8599	7717
527	8611	7697
528	8623	7678
529	8637	7659
530	8650	7640
531	8665	7623
532	8677	7602
533	8690	7583
534	8703	7564
535	8716	7545
536	8732	7528
537	8744	7508
538	8757	7489
539	8770	7471
540	8784	7452
541	8796	7433
542	8808	7413
543	8822	7395
544	8836	7377
545	8850	7358
546	8865	7342
547	8878	7323
548	8890	7303
549	8904	7285
550	8920	7268
551	8934	7251
552	8949	7233
553	8962	7215
554	8974	7196
555	8988	7177
556	9004	7161
557	9019	7144
558	9035	7127
559	9050	7110
560	9063	7092
561	9078	7075
562	9090	7055
563	9103	7037
564	9118	7020
565	9131	7002
566	9146	6985
567	9158	6965
568	9171	6947
569	9184	6928
570	9209	6919
571	9225	6903
572	9241	6886
573	9257	6870
574	9271	6852
575	9288	6837
576	9303	6820
577	9316	6802
578	9330	6784
579	9344	6766
580	9359	6749
581	9373	6732
582	9387	6714
583	9403	6698
584	9417	6680
585	9434	6665
586	9449	6648
587	9461	6629
588	9475	6612
589	9490	6594
590	9505	6578
591	9519	6560
592	9533	6543
593	9549	6527
594	9561	6508
595	9575	6490
596	9589	6473
597	9604	6456
598	9617	6438
599	9631	6420
600	9643	6402
601	9657	6384
602	9671	6367
603	9684	6349
604	9699	6332
605	9710	6313
606	9724	6296
607	9738	6278
608	9752	6261
609	9766	6243
610	9780	6226
611	9792	6208
612	9808	6192
613	9823	6175
614	9839	6159
615	9855	6143
616	9871	6127
617	9886	6111
618	9900	6093
619	9914	6076
620	9929	6059
621	9942	6042
622	9958	6026
623	9971	6008
624	9984	5990
625	9998	5973
626	10013	5956
627	10025	5938
628	10038	5920
629	10051	5903
630	10065	5886
631	10079	5868
632	10091	5850
633	10104	5833
634	10117	5815
635	10132	5799
636	10146	5782
637	10161	5765
638	10173	5747
639	10187	5730
640	10203	5714
641	10220	5699
642	10235	5682
643	10248	5665
644	10261	5647
645	10273	5629
646	10286	5612
647	10305	5598
648	10328	5585
649	10350	5573
650	10372	5560
651	10395	5548
652	10416	5535
653	10432	5519
654	10446	5502
655	10461	5485
656	10476	5469
657	10489	5451
658	10505	5436
659	10520	5419
660	10535	5403
661	10548	5385
662	10561	5368
663	10574	5351
664	10586	5333
665	10601	5316
666	10616	5300
667	10629	5283
668	10644	5266
669	10657	5249
670	10669	5231
671	10683	5214
672	10698	5198
673	10711	5180
674	10723	5163
675	10736	5145
676	10750	5129
677	10765	5112
678	10778	5095
679	10792	5078
680	10804	5060
681	10817	5043
682	10831	5027
683	10847	5011
684	10861	4994
685	10874	4977
686	10888	4960
687	10901	4943
688	10915	4927
689	10929	4910
690	10943	4893
691	10958	4877
692	10971	4860
693	10982	4842
694	10996	4825
695	11009	4808
696	11023	4792
697	11035	4774
698	11048	4757
699	11063	4741
700	11077	4725
701	11091	4708
702	11105	4691
703	11117	4674
704	11131	4657
705	11144	4641
706	11159	4624
707	11173	4608
708	11185	4591
709	11198	4574
710	11212	4557
711	11225	4540
712	11239	4523
713	11251	4506
714	11266	4490
715	11280	4474
716	11295	4458
717	11309	4441
718	11322	4424
719	11334	4407
720	11347	4390
721	11361	4374
722	11376	4358
723	11389	4341
724	11402	4325
725	11414	4307
726	11427	4291
727	11445	4276
728	11468	4263
729	11481	4246
730	11494	4229
731	11508	4213
732	11523	4197
733	11552	4186
734	11577	4174
735	11611	4164
736	11628	4149
737	11642	4133
738	11681	4125
739	11776	4137
740	11821	4131
741	11835	4115
742	11848	4098
743	11910	4098
744	11977	4099
745	12052	4103
746	12091	4095
747	12133	4087
748	12153	4072
749	12171	4057
750	12189	4041
751	12207	4025
752	12228	4011
753	12247	3995
754	12267	3980
755	12293	3967
756	12324	3956
757	12360	3946
758	12389	3934
759	12422	3923
760	12451	3910
761	12483	3898
762	12515	3887
763	12551	3877
764	12586	3866
765	12617	3854
766	12656	3844
767	12690	3833
768	12729	3823
769	12765	3813
770	12797	3800
771	12817	3785
772	12838	3770
773	12857	3754
774	12882	3740
775	12911	3727
776	12934	3712
777	12954	3696
778	12969	3679
779	12984	3662
780	12998	3644
781	13012	3627
782	13025	3609
783	13038	3592
784	13053	3575
785	13067	3557
786	13082	3540
787	13097	3523
788	13111	3506
789	13124	3488
790	13138	3471
791	13152	3454
792	13166	3437
793	13182	3420
794	13196	3402
795	13211	3385
796	13224	3368
797	13238	3351
798	13253	3334
799	13266	3316
800	13283	3300
801	13337	3292
802	13367	3279
803	13397	3266
804	13411	3248
805	13424	3231
806	13437	3213
807	13451	3196
808	13465	3179
809	13479	3161
810	13494	3144
811	13507	3127
812	13521	3110
813	13535	3092
814	13550	3075
815	13565	3058
816	13579	3041
817	13593	3024
818	13606	3007
819	13621	2990
820	13636	2973
821	13650	2955
822	13663	2938
823	13677	2921
824	13693	2904
825	13707	2887
826	13721	2870
827	13736	2853
828	13749	2836
829	13763	2819
830	13777	2801
831	13791	2784
832	13805	2767
833	13818	2750
834	13833	2733
835	13847	2716
836	13861	2699
837	13879	2683
838	13895	2666
839	13909	2649
840	13925	2632
841	13940	2615
842	13956	2599
843	13970	2582
844	13985	2565
845	14000	2548
846	14014	2531
847	14029	2514
848	14044	2497
849	14059	2481
850	14074	2464
851	14089	2447
852	14115	2432
853	14140	2417
854	14165	2402
855	14184	2386
856	14205	2370
857	14222	2353
858	14237	2337
859	14251	2319
860	14265	2302
861	14279	2286
862	14293	2269
863	14306	2251
864	14320	2235
865	14335	2218
866	14349	2201
867	14364	2184
868	14378	2167
869	14392	2150
870	14405	2133
871	14419	2116
872	14434	2099
873	14448	2082
874	14461	2065
875	14475	2049
876	14489	2032
877	14502	2015
878	14515	1998
879	14530	1981
880	14546	1964
881	14560	1948
882	14573	1931
883	14587	1914
884	14601	1897
885	14616	1880
886	14647	1866
887	14671	1850
888	14699	1835
889	14718	1819
890	14743	1803
891	14758	1786
892	14775	1770
893	14795	1754
894	14814	1738
895	14833	1721
896	14850	1705
897	14866	1688
898	14880	1671
899	14894	1654
900	14908	1638
901	14922	1621
902	14935	1604
903	14949	1587
904	14964	1570
905	14978	1554
906	14992	1537
907	15006	1520
908	15019	1503
909	15034	1486
910	15051	1470
911	15068	1454
912	15084	1437
913	15097	1420
914	15112	1403
915	15128	1387
916	15142	1370
917	15155	1353
918	15168	1336
919	15182	1320
920	15195	1303
921	15211	1286
922	15224	1270
923	15237	1253
924	15251	1236
925	15266	1219
926	15281	1203
927	15294	1186
928	15307	1169
929	15322	1153
930	15339	1136
931	15355	1120
932	15373	1103
933	15385	1087
934	15399	1070
935	15415	1054
936	15430	1037
937	15445	1020
938	15467	1004
939	15480	988
940	15492	971
941	15506	954
942	15519	938
943	15529	921
944	15541	904
945	15554	887
946	15566	871
947	15578	854
948	15590	837
949	15604	821
950	15616	804
951	15629	788
952	15642	771
953	15656	754
954	15670	738
955	15687	722
956	15704	705
957	15719	689
958	15733	672
959	15748	656
960	15763	639
961	15776	623
962	15789	606
963	15802	590
964	15816	573
965	15832	557
966	15844	540
967	15857	524
968	15869	507
969	15881	491
970	15895	474
971	15905	458
972	15917	441
973	15929	425
974	15941	408
975	15952	392
976	15963	375
977	15974	359
978	15986	342
979	15997	326
980	16008	310
981	16021	293
982	16031	277
983	16042	260
984	16052	244
985	16061	228
986	16072	211
987	16082	195
988	16094	179
989	16108	162
990	16121	146
991	16134	130
992	16148	113
993	16160	97
994	16174	81
995	16187	65
996	16202	48
997	16216	32
998	16232	16
999	16246	0
