iter	Logloss
379	0.03957638681
380	0.03948078264
381	0.03937663553
382	0.03927120744
383	0.03917555455
384	0.03907957173
385	0.03897114676
386	0.03887237176
387	0.03877970221
388	0.03868362968
389	0.03858273374
390	0.03848408372
391	0.03840326885
392	0.03831724806
393	0.03822151287
394	0.03813151644
395	0.0380326716
396	0.03795029486
397	0.03784807678
398	0.03776043058
399	0.0376733868
400	0.03759439915
401	0.03749644496
402	0.03741471285
403	0.03732979145
404	0.03723229088
405	0.0371449979
406	0.03706238659
407	0.0369725563
408	0.03689547456
409	0.03680561485
410	0.03672248831
411	0.0366265736
412	0.0365274368
413	0.03643154426
414	0.03634866066
415	0.0362585572
416	0.03616644437
417	0.03608272704
418	0.03600610108
419	0.03591983114
420	0.03583818517
421	0.03575553247
422	0.03567603194
423	0.03560171384
424	0.03550838201
425	0.03542012136
426	0.03533684907
427	0.03525463127
428	0.03518578761
429	0.03509135855
430	0.03501193866
431	0.03493412779
432	0.03485728878
433	0.03478212902
434	0.03470363391
435	0.03461246735
436	0.03452153166
437	0.03444610951
438	0.03435803113
439	0.03427747337
440	0.03421084351
441	0.03412843922
442	0.03405403979
443	0.03396338878
444	0.03388830341
445	0.03382300189
446	0.03375150969
447	0.03366115237
448	0.03359066857
449	0.03350454141
450	0.03343021031
451	0.03336594074
452	0.03328076001
453	0.03320912831
454	0.03313282001
455	0.03305898262
456	0.03297643859
457	0.03290993259
458	0.03283558399
459	0.03275602531
460	0.03268406058
461	0.03261200986
462	0.03254024263
463	0.03247473014
464	0.03239829187
465	0.03232848379
466	0.03225015402
467	0.03217700004
468	0.03211004492
469	0.03203482575
470	0.03196462014
471	0.03189480339
472	0.03182202978
473	0.0317512164
474	0.03167488579
475	0.03160472326
476	0.0315355974
477	0.03146065281
478	0.03139050622
479	0.03131800925
480	0.0312578389
481	0.03120165158
482	0.03114330753
483	0.0310719279
484	0.03101068337
485	0.0309453494
486	0.03088000834
487	0.03081957322
488	0.03075339448
489	0.03067642219
490	0.03060172721
491	0.03053891766
492	0.03047502286
493	0.03040290148
494	0.03033886915
495	0.03027825431
496	0.03021848379
497	0.03015399522
498	0.03008850465
499	0.03002884686
500	0.02996236043
501	0.02989145816
502	0.02981546023
503	0.0297495527
504	0.02968625335
505	0.02962709253
506	0.02955692617
507	0.02949306385
508	0.02943576634
509	0.02937797229
510	0.02931291959
511	0.02925671748
512	0.02919485672
513	0.02913894514
514	0.02908514441
515	0.02902525636
516	0.02896009134
517	0.02888828726
518	0.02883083363
519	0.02876306042
520	0.02869384798
521	0.02863631744
522	0.02857573771
523	0.02851112905
524	0.02844139695
525	0.02837969867
526	0.0283234962
527	0.02826091764
528	0.02819433979
529	0.02813395472
530	0.02807344859
531	0.02801742599
532	0.02794980557
533	0.02788736058
534	0.02783019079
535	0.02776203377
536	0.02769711946
537	0.02763494601
538	0.0275775272
539	0.02752197179
540	0.0274634446
541	0.02741507672
542	0.02736439978
543	0.02731340773
544	0.02724714195
545	0.02719754042
546	0.02714287097
547	0.02707764832
548	0.02702130604
549	0.02695890192
550	0.02689810296
551	0.02684323447
552	0.02678139085
553	0.02672225146
554	0.02665933602
555	0.02659877515
556	0.0265472272
557	0.02649660642
558	0.02643545118
559	0.02638069139
560	0.02632458415
561	0.02627190196
562	0.02621042677
563	0.0261529196
564	0.02610117321
565	0.02604723588
566	0.02600065823
567	0.02594858575
568	0.02588792338
569	0.02583707483
570	0.02579397708
571	0.02574115872
572	0.0256925539
573	0.02563798194
574	0.02559119376
575	0.02553376986
576	0.02548362077
577	0.02543221316
578	0.02538012411
579	0.02532995287
580	0.02527880137
581	0.02522175268
582	0.02516496949
583	0.02511264844
584	0.02506717151
585	0.0250159649
586	0.02495875753
587	0.02490892027
588	0.02486019239
589	0.02480350379
590	0.02475213809
591	0.0247035801
592	0.02465218174
593	0.02459392761
594	0.02453932946
595	0.02449108052
596	0.02443645872
597	0.02438724967
598	0.02433294637
599	0.02428376591
600	0.02422850324
601	0.02418155869
602	0.0241359583
603	0.02408757299
604	0.02403296272
605	0.02399094056
606	0.02394684503
607	0.02390113205
608	0.02385582072
609	0.02381086042
610	0.02376621557
611	0.02372116091
612	0.02366865219
613	0.02361955432
614	0.02357668078
615	0.02352411999
616	0.02347673547
617	0.0234256931
618	0.02338520595
619	0.02334611143
620	0.023299406
621	0.02324714696
622	0.02320350247
623	0.02315727944
624	0.02310475275
625	0.02306142299
626	0.02301118656
627	0.02297049185
628	0.02292412315
629	0.02288104831
630	0.02283588212
631	0.02279526128
632	0.02275586861
633	0.02271300322
634	0.02266840518
635	0.02261796691
636	0.02256844033
637	0.02251677859
638	0.02247652491
639	0.02243412622
640	0.02238938105
641	0.02234019807
642	0.02230111086
643	0.02225748945
644	0.02221458179
645	0.02217765162
646	0.02213678736
647	0.02209875986
648	0.02205077011
649	0.02200568822
650	0.0219640119
651	0.0219175192
652	0.02188014269
653	0.0218373427
654	0.02179984324
655	0.02175246295
656	0.02170893374
657	0.02166543809
658	0.02161842089
659	0.02157776348
660	0.02153717949
661	0.02150000594
662	0.02145259537
663	0.02140531974
664	0.02136553645
665	0.02132426637
666	0.02128455118
667	0.02124360958
668	0.02120766158
669	0.02116126335
670	0.02112193556
671	0.02108305404
672	0.02104330651
673	0.0210026083
674	0.020963609
675	0.02092695301
676	0.02088062358
677	0.02084239111
678	0.02080115629
679	0.02075601558
680	0.02071789005
681	0.02068363666
682	0.02064660068
683	0.02060307517
684	0.02056253369
685	0.02052668814
686	0.02048921731
687	0.02045494268
688	0.02041141641
689	0.02037383544
690	0.02032944966
691	0.02029143675
692	0.02024874961
693	0.02020991723
694	0.02017399566
695	0.02013737323
696	0.02009978709
697	0.02006201495
698	0.02001802801
699	0.01998211607
700	0.01994072524
701	0.01989774464
702	0.01986104148
703	0.01981845949
704	0.01977987344
705	0.01973795078
706	0.01970023067
707	0.01966702557
708	0.01962939218
709	0.01959657418
710	0.01955277875
711	0.01951471826
712	0.01947319414
713	0.01944053365
714	0.01940473289
715	0.01936372614
716	0.01932961912
717	0.01928770843
718	0.01925201167
719	0.01921481877
720	0.01917430384
721	0.01913810911
722	0.01909749455
723	0.01905580307
724	0.01902128288
725	0.01898371021
726	0.01894821128
727	0.01890824712
728	0.01887514201
729	0.0188439816
730	0.01880775264
731	0.01876672146
732	0.01873308559
733	0.01869991686
734	0.01866134982
735	0.01862607777
736	0.01858800306
737	0.01855476972
738	0.01851521789
739	0.01848158828
740	0.01845115068
741	0.01841259141
742	0.01837879945
743	0.01834387184
744	0.01830609778
745	0.01827652347
746	0.01823823879
747	0.01820529697
748	0.01816551931
749	0.01813182334
750	0.01809843471
751	0.01806005552
752	0.01802708957
753	0.01799320809
754	0.01796368141
755	0.01793112889
756	0.01789701416
757	0.01786367451
758	0.01783259825
759	0.01779563668
760	0.01776291661
761	0.01772497081
762	0.01769282471
763	0.01765999754
764	0.01763200009
765	0.01760276181
766	0.01756670993
767	0.01753591613
768	0.01750027468
769	0.01747005269
770	0.01743911974
771	0.01740772856
772	0.01737490365
773	0.01734495437
774	0.01731147045
775	0.01728265003
776	0.01724938563
777	0.01721407134
778	0.0171813241
779	0.01714925887
780	0.0171132519
781	0.01707848815
782	0.01704495841
783	0.01700928261
784	0.01697848799
785	0.01694922509
786	0.01691681119
787	0.01688137433
788	0.01685174942
789	0.01681662935
790	0.01678526237
791	0.0167503619
792	0.01671922434
793	0.01668584188
794	0.01665592325
795	0.01662482985
796	0.01659132364
797	0.01656479594
798	0.01653392498
799	0.01650006883
800	0.01647256026
801	0.01644331231
802	0.01641312819
803	0.01637925084
804	0.01635466662
805	0.01632800604
806	0.01629812418
807	0.0162651972
808	0.01623194929
809	0.01620301303
810	0.01617573641
811	0.01614700495
812	0.01611764044
813	0.01608503053
814	0.01605249408
815	0.01601973366
816	0.01599170189
817	0.0159645301
818	0.01593119522
819	0.01590365755
820	0.0158711708
821	0.01584553938
822	0.0158159164
823	0.01578642133
824	0.01575461208
825	0.01572390251
826	0.01569197279
827	0.01566499412
828	0.01563723284
829	0.01560927368
830	0.01558127117
831	0.01554985527
832	0.01552105956
833	0.01549145528
834	0.01546332057
835	0.01543707975
836	0.01541218936
837	0.01538151807
838	0.01535029991
839	0.01531874492
840	0.01529169585
841	0.01526142846
842	0.01523122044
843	0.01520307215
844	0.01517665761
845	0.01514608935
846	0.01511903302
847	0.01509378665
848	0.01506994113
849	0.01504079472
850	0.01501721001
851	0.01499264424
852	0.01496806523
853	0.01494011007
854	0.01491503337
855	0.01488773312
856	0.01485717556
857	0.01482599302
858	0.01479612019
859	0.01476883289
860	0.0147412586
861	0.0147136063
862	0.01468851877
863	0.01465897328
864	0.01462836311
865	0.01460059691
866	0.01457176159
867	0.01454427713
868	0.0145190157
869	0.01449243626
870	0.01446646849
871	0.01443783989
872	0.01441188501
873	0.01438247251
874	0.01435605519
875	0.0143333143
876	0.01430804452
877	0.0142793084
878	0.01425450443
879	0.01422665338
880	0.01420080754
881	0.01417207026
882	0.01414541458
883	0.01412132682
884	0.01409579741
885	0.01406782989
886	0.01404255639
887	0.01401894999
888	0.01399306748
889	0.01397136596
890	0.01394769681
891	0.01392375057
892	0.01390185237
893	0.01387704099
894	0.0138484998
895	0.01382653796
896	0.0138038375
897	0.01377941882
898	0.01375135548
899	0.01372743924
900	0.01369950275
901	0.01367471895
902	0.01364971617
903	0.01362788601
904	0.01360443404
905	0.01357726777
906	0.01355728561
907	0.01353288793
908	0.01350571789
909	0.01348303613
910	0.01346242862
911	0.0134358538
912	0.0134085429
913	0.01338676487
914	0.01336439845
915	0.01334144953
916	0.01331589926
917	0.0132882001
918	0.01326334244
919	0.01323844355
920	0.0132136838
921	0.01319073617
922	0.01316846172
923	0.01314650447
924	0.01311975676
925	0.01309778921
926	0.01307231223
927	0.01305036968
928	0.01302719436
929	0.01300460878
930	0.01298224747
931	0.01295798592
932	0.01293498742
933	0.01290947863
934	0.01288658602
935	0.01286635411
936	0.01284396076
937	0.01282196709
938	0.01280200706
939	0.01278226331
940	0.0127568583
941	0.01273468073
942	0.01270950592
943	0.01268670714
944	0.0126622128
945	0.01264206772
946	0.01261949297
947	0.01259972416
948	0.012578259
949	0.01255462909
950	0.01253066119
951	0.0125077958
952	0.01248576173
953	0.01246503877
954	0.01244378555
955	0.01242277893
956	0.0124022254
957	0.01237824276
958	0.01235651865
959	0.01233416969
960	0.01231091732
961	0.01229075362
962	0.01227179104
963	0.01225141901
964	0.01223150105
965	0.01221273881
966	0.01218903251
967	0.0121673553
968	0.01214698638
969	0.01212563581
970	0.01210201688
971	0.01208134772
972	0.01206097462
973	0.01204037785
974	0.01201920435
975	0.01199705431
976	0.01197576197
977	0.01195268731
978	0.01193414451
979	0.01191529296
980	0.01189487553
981	0.01187623777
982	0.01185765203
983	0.01183785324
984	0.01181745129
985	0.01179917227
986	0.01178037319
987	0.01175667019
988	0.0117347489
989	0.01171469525
990	0.01169395521
991	0.01167445036
992	0.01165410086
993	0.01163124008
994	0.01160864377
995	0.0115910528
996	0.01156882312
997	0.01154868953
998	0.01152962607
999	0.01150896131
